File,Edeap Evaluated Solutions,Edeap Fitness,Edeap Final Area Diff,Edeap Stress,Edeap Time (secs)
"fig1-soriano2003proportional.txt", 1233, 0.15144006419105277, 7.4113138557817395, 0.008642258069232234, 13.666
"fig1a-marshall2005scaled.txt", 675, 0.6691919018940229, 40.61081802154487, 0.1378873015895697, 7.183
"fig2a-marshall2005scaled.txt", 643, 1.8008339738699912, 51.22817488577353, 0.13264583337941013, 6.752
